731989,-0.3,18.8,0,2.2,-2.8,85.2,2.1,4.1
731990,3.7,14.8,0,6.1,1.1,92.9,2.5,6
731991,4.9,13.5,0,6.6,3.3,91.3,0.5,4.8
731992,3.6,14.8,0,5.4,1.6,89.6,3.5,4.6
731993,2.5,15.3,0,4.7,0.2,87.3,1.6,4.8
731994,2.3,16.2,0,4.6,-0.3,90.2,0.4,6.4
731995,2.6,16,0,5,0,82.4,0.4,6.5
731996,-0.2,17.9,0,1.9,-2.3,76.9,3.1,10
731997,-0.1,18.5,0,3.7,-3.9,65.7,0,10.4
731998,0.1,17.8,0,3.4,-3,68.1,7.7,7.1
731999,1.5,16.8,0,4.2,-1.1,75.6,2.7,6.3
732000,-0.3,18.7,0,2,-3.1,77.7,16.5,7.3
732001,-1.4,19.8,0,2.7,-5.5,76.7,2,7.8
732002,-0.7,19.2,0,1.8,-3.4,85.7,29,8
732003,-1,19.5,0,1.4,-3.6,82.2,44.6,6.6
732004,-1.9,20.4,0,1.3,-5.4,80.9,4.1,4.6
732005,-1.8,20.3,0,2.1,-5.8,78.6,2.3,3.7
732006,-1.9,20.4,0,1.5,-5.6,81.5,0.4,5.6
732007,-1.2,19.7,0,1.9,-4.7,80.9,0.3,7.6
732008,1.9,16.5,0,3.9,-0.2,88.4,29.2,8.9
732009,1.7,16.8,0,4.7,-1.6,77.1,1.1,7.3
732010,0,18.5,0,4.1,-4.3,72.5,1.2,5.5
732011,-0.5,19,0,3.4,-4.4,65.4,1.2,8.8
732012,-1.2,19.7,0,0.8,-3.3,79.4,17.5,5.8
